item_name,basket_id
pure vanilla extract,6860
confectioners sugar,6860
unsalted butter,6861
vidalia or maui onions very     on a mandoline,6861
low salt chicken stock,6861
buttermilk,6861
salt,6861
vegetable oil,6861
dry aged rib eye steak standing at   for hour,6861
coarse sea salt,6861
assorted soft herb sprigs,6861
all purpose flour,6862
baking powder,6862
baking soda,6862
salt,6862
cinnamon,6862
ground ginger,6862
ground clove,6862
large eggs,6862
sugar,6862
vegetable oil,6862
pure honey,6862
lukewarm coffee,6862
packed grated orange zest,6862
well stirred   unsweetened coconut milk,6862
light corn syrup,6862
bittersweet chocolate,6862
flaky sea salt such as maldon,6862
a inch bundt pan nonstick baking spray cake tester or wooden skewer for testing cake doneness,6862
wheat macaroni,6863
coarsely grated carrot,6863
grated sharp cheddar cheese,6863
unsalted butter   into,6863
sour cream,6863
milk,6863
large eggs,6863
salt,6863
mustard powder,6863
ground black pepper,6863
grated parmesan cheese,6863
unsalted butter   into cubes,6864
vegetable shortening or lard,6864
all purpose flour,6864
sugar,6864
baking powder,6864
baking soda,6864
salt,6864
ground black pepper,6864
buttermilk,6864
buttermilk,6864
dill,6864
salt,6864
ground black pepper,6864
large     cayenne pepper,6864
boneless skin on chicken thighs,6864
vegetable oil,6864
all purpose flour,6864
peanut oil,6864
large egg,6864
baking powder,6864
cayenne pepper,6864
garlic powder,6864
onion powder,6864
slices cheddar,6864
sausage gravy,6864
a biscuit cutter,6864
uncooked meaty chicken bones or chicken wings,6865
vegetable oil,6865
large onion diced,6865
carrots peeled diced,6865
celery stalks diced,6865
tomato paste,6865
black peppercorns,6865
flat leaf parsley sprigs,6865
thyme sprigs,6865
bay leaf,6865
head   garlic,6866
extra virgin olive oil,6866
salt   ground pepper,6866
cumin seeds,6866
plain low fat yogurt,6866
peeled seeded cucumber,6866
cilantro,6866
mint,6866
minced seeded jalapeno,6866
lemon juice,6866
mixed dried legumes,6866
basmati rice,6866
garlic clove minced,6866
peeled   ginger,6866
jalapeno seeded minced,6866
leaves from pea tendrils arugula or spinach,6866
peas,6866
cilantro,6866
scallions,6866
mint,6866
salt,6866
ground black pepper,6866
extra virgin olive oil,6866
chanterelles brushed clean   trimmed,6867
extra virgin olive oil,6867
flat leaf parsley,6867
white wine vinegar,6867
dijon mustard,6867
shallot,6867
garlic clove minced,6867
salt   ground black pepper,6867
lemon juice,6867
breadcrumbs,6868
low salt beef stock,6868
unsalted butter,6868
minced onion,6868
thick slices bacon minced,6868
ground beef,6868
ground pork,6868
large eggs lightly beaten,6868
salt,6868
ground black pepper,6868
sugar,6868
ground allspice,6868
ground nutmeg,6868
all purpose flour,6868
sour cream whisked,6868
breakfast sausage,6869
unsalted butter,6869
all purpose flour,6869
milk,6869
red pepper flakes,6869
salt   ground pepper,6869
wheat flour,6870
sugar,6870
baking powder,6870
butter,6870
large egg,6870
large egg yolk,6870
raspberry jam,6870
extra virgin olive oil,6871
shallots,6871
garlic cloves,6871
red pepper flakes,6871
assorted greens stems removed       leaves,6871
apple cider vinegar,6871
unsalted butter,6871
salt   ground pepper,6871
thai chiles,6872
lime juice,6872
gluten free fish sauce,6872
sugar,6872
peeled   ginger,6872
garlic clove,6872
rice   noodles,6872
vegetable oil,6872
skinless boneless chicken breasts   into cubes,6872
shallot,6872
lemongrass from peeled bottom   stalk,6872
cilantro coarsely,6872
mint leaves coarsely,6872
basil leaves coarsely,6872
large butter lettuce leaves,6872
ingredient info look for fish sauce rice   noodles   lemongrass at better supermarkets   at asian markets,6872
skin on pork belly,6873
salt   ground pepper,6873
large sprig thyme,6873
garlic cloves smashed,6873
low salt chicken stock,6873
extra virgin olive oil,6873
red skinned sweet potatoes peeled   into cubes,6873
large shallots,6873
banyuls vinegar or red wine vinegar,6873
pure maple syrup,6873
poached eggs,6873
bottle off dry riesling,6874
black seedless grapes or red seedless grapes,6874
sugar,6874
large egg yolks,6874
sea salt,6874
heavy cream,6874
milk,6874
sour cream,6874
eight   ramekins,6874
ricotta,6875
mixed   berries,6875
sugar,6875
lemon juice,6875
all purpose flour,6875
chestnut flour,6875
baking powder,6875
salt,6875
large eggs separated,6875
grated lemon zest,6875
milk,6875
unsalted butter for brushing,6875
**ingredient info **chestnut flour can be found at specialty foods stores,6875
large head cauliflower   into bite sized florets,6876
extra virgin olive oil,6876
cumin seeds,6876
salt   additional,6876
ground black pepper,6876
plain yogurt for serving,6876
mint leaves for serving,6876
pomegranate seeds for serving,6876
unsalted butter,6877
extra virgin olive oil,6877
yellow onion,6877
salt   ground pepper,6877
garlic cloves,6877
dry white wine,6877
chanterelles brushed clean,6877
heavy cream,6877
grated nutmeg,6877
oregano     for,6877
lemon juice,6877
pappardelle   al dente or   boiled new potatoes,6877
yellow grits,6878
grated sharp white cheddar,6878
unsalted butter,6878
jalapeno seeded diced,6878
heavy cream,6878
salt,6878
ground pepper,6878
cubes tasso andouille sausage or bacon,6878
vegetable oil,6878
garlic cloves,6878
butter,6878
large shrimp peeled deveined,6878
beer,6878
low salt chicken stock,6878
large eggs,6878
tarragon,6878
extra virgin olive oil     for drizzling,6879
chives,6879
thyme,6879
chervil,6879
flat leaf parsley,6879
tarragon,6879
garlic cloves,6879
grated lemon zest,6879
ground black pepper,6879
chicken   backbone removed,6879
salt,6879
vegetable oil,6879
farro with acorn squash   kale,6879
herb pistou,6879
lemon,6879
piece   pork belly skin on,6880
boneless center   pork loin,6880
fennel seeds,6880
red pepper flakes,6880
minced   sage,6880
minced   rosemary,6880
garlic cloves minced,6880
salt,6880
orange seeded,6880
pints strawberries hulled quartered,6881
pints blueberries,6881
pints blackberries,6881
pints raspberries,6881
sugar,6881
vanilla bean split lengthwise,6881
loaf brioche or challah bread   crosswise into slices,6881
unsalted butter,6881
ground cinnamon,6881
a diameter springform pan,6881
milk,6882
cream,6882
salt,6882
lemon juice,6882
sorghum syrup or honey,6883
grated orange zest,6883
sprigs thyme,6883
sea salt,6883
figs stemmed quartered,6883
tomatoes,6884
shallot,6884
salt,6884
ground pepper,6884
carolina gold rice grits,6884
grated parmesan,6884
unsalted butter,6884
lemon juice,6884
extra virgin olive oil,6884
salt,6885
sugar,6885
chickens backbones   wing tips removed quartered,6885
vegetable oil,6885
heads   garlic   crosswise,6885
sprigs thyme,6885
sprigs rosemary,6885
unsalted butter,6885
lemon,6885
mixed wild greens such as purslane dandelion (best used sparingly,6886
sprightly lemon vinaigrette,6886
salt to taste,6886
milled black pepper to taste,6886
edible flowers for   optional,6886
unsalted butter   into     additional for baking),6887
sugar,6887
milk,6887
large farm   egg,6887
vanilla extract,6887
grated zest   lemon,6887
all purpose flour,6887
baking powder,6887
salt,6887
wild blueberries gently     stemmed,6887
smooth stones or a folded tea towel for lining the pot,6887
to large handfuls green pine needles,6888
bourbon,6888
grade b   tapped maple syrup,6888
dijon mustard,6888
milled black pepper,6888
four   salmon fillets patted dry,6888
salt to taste,6888
one inch round wire cooling rack,6888
one to   chicken,6889
sea salt     ground black pepper,6889
onion   in half,6889
sprigs   rosemary,6889
ground hot hungarian paprika,6889
milk,6890
carolina gold or other long grain white rice,6890
vanilla bean split lengthwise seeds scraped   reserved,6890
salt,6890
heavy cream,6890
granulated sugar,6890
large egg yolks,6890
unsalted butter,6890
grated nutmeg,6890
ground cloves,6890
natural cane sugar or granulated sugar,6890
water,6891
chinese black rice,6891
pitted dates,6891
dates pitted     into thin strips,6891
rose water,6891
half   half,6891
turbinado sugar,6891
fine sea salt,6891
grated lemon zest,6891
piece cinnamon,6891
vanilla extract,6891
long grain brown rice,6892
salt,6892
vegetable oil,6892
scallions white   green parts separated,6892
hot red chile,6892
ginger,6892
curry powder,6892
ground black pepper,6892
trimmed   green beans,6892
plums pitted     into   wedges,6892
red bell pepper,6892
reduced fat coconut milk,6892
unsalted   cashews,6892
grain spelt flour,6893
baking powder,6893
fine sea salt,6893
sugar,6893
milk ricotta cheese,6893
milk,6893
linseed oil or extra virgin olive oil,6893
large egg,6893
coarse cornmeal   using a pizza peel,6893
or green onions,6893
sour cream,6893
nonpareil capers,6893
ground black pepper,6893
granny smith apple         very,6893
fennel bulb   lengthwise       very,6893
prosciutto   crosswise into inch wide strips,6893
linseed or extra virgin olive oil for brushing,6893
extra virgin olive oil,6894
lean ground turkey,6894
salt,6894
ground black pepper,6894
carrots diced,6894
yellow onion diced,6894
garlic,6894
chili powder,6894
can diced tomatoes,6894
pitted black cherries,6894
chipotle chiles diced   sauce,6894
bay leaves,6894
can white beans,6894
nonfat plain greek yogurt,6894
cilantro,6894
walnut,6895
sugar,6895
white   wheat flour,6895
amaranth flour,6895
fine sea salt,6895
unsalted butter softened,6895
large egg yolk at,6895
brandy,6895
vanilla extract,6895
amaranth seeds for rolling,6895
walnut halves or,6895
olive oil cooking spray,6896
halibut fillets or steaks,6896
ground cumin,6896
salt,6896
ground black pepper,6896
corn tortillas,6896
pints strawberries hulled,6896
green jalapeno chile seeded,6896
chives,6896
lemon juice,6896
napa cabbage,6896
wheat pitas both   into triangles,6897
extra virgin olive oil,6897
shrimp shelled   deveined,6897
shallots,6897
cubed seedless watermelon,6897
salt,6897
ground black pepper,6897
large cucumber peeled,6897
crumbled feta,6897
dill,6897
mint,6897
limes   into wedges,6897
water,6898
millet,6898
bay leaf,6898
fine sea salt,6898
extra virgin olive oil,6898
yellow onion,6898
clove garlic peeled   slightly,6898
hot green chile minced,6898
fine sea salt,6898
tomato paste,6898
can   tomatoes   in a bowl,6898
ground black pepper,6898
green pimiento stuffed olives     large,6898
coarsely crumbled greek feta cheese preferably sheep s milk,6898
jumbo shell on shrimp deveined   patted dry,6898
fine sea salt     ground black pepper,6898
extra virgin olive oil,6898
ouzo or other anise flavored liqueur,6898
flat leaf parsley,6898
mild italian sausage   into inch chunks,6899
extra virgin olive oil,6899
red onion,6899
cloves garlic,6899
salt,6899
seedless red grapes,6899
low sodium chicken broth,6899
red pepper flakes,6899
wheat orecchiette,6899
grated parmesan,6899
parsley,6899
shallots   lengthwise very,6900
red wine vinegar,6900
salt,6900
baby yukon gold potatoes,6900
ground black pepper,6900
mayonnaise,6900
large     smoked paprika,6900
trimmed watercress purslane or wild arugula coarsely,6900
dilly beans   crosswise into,6900
large hard boiled eggs peeled quartered,6900
coarsely     flat leaf parsley or celery leaves,6900
japanese persian or english hothouse cucumbers,6901
unsalted butter,6901
labneh or greek style yogurt,6901
mayonnaise,6901
salt packed capers   well roughly,6901
garlic clove,6901
flat leaf parsley,6901
mint leaves,6901
lemon juice,6901
fine sea salt     ground black pepper,6901
x inch loaves focaccia   horizontally or ciabatta rolls,6901
extra virgin olive oil,6901
green thai chiles stemmed coarsely,6902
grated peeled   ginger,6902
sesame seeds,6902
garlic clove coarsely,6902
salt     for seasoning,6902
sunflower or vegetable oil,6902
sesame oil,6902
distilled white vinegar,6902
sashimi grade yellowfin tuna fillets   into cubes,6902
dried nori sheets   lengthwise,6902
short grain rice cooled,6902
assorted fillings such as   scallions english hothouse or persian cucumbers cilantro leaves   chive blossoms,6902
**ingredient info **look for thai chiles nori   chive blossoms at better supermarkets   at asian markets,6902
ripe avocado     pitted,6903
milk,6903
lime juice,6903
sugar,6903
basil,6903
basil,6903
ingredient info to ripen avocados   quickly place them in a sealed paper bag with an apple or a banana for hours,6903
orange scotch bonnet or habanero chiles,6904
orange bell pepper   seeded coarsely,6904
x inch strips orange zest,6904
st germain liqueur,6904
salt       for seasoning,6904
garlic clove smashed,6904
champagne vinegar,6904
cornstarch,6904
unsalted butter softened,6904
chicken   into   backbone removed,6904
ground black pepper,6904
silken tofu,6905
white soy sauce,6905
very ripe   melons,6905
sea salt,6905
sherry vinegar,6905
unsalted butter,6905
white onion,6905
lightly   marcona almonds,6905
almond oil preferably extra virgin cold pressed,6905
herbs such as chervil sprigs or micro basil,6905
white soy sauce also known as white shoyu is lighter in color   flavor than standard soy sauce it can be purchased at asian markets   from amazon com marcona almonds are spanish almonds that are usually sold       find them at specialty foods stores natural foods stores   latienda com,6905
plum tomatoes peeled   crosswise seeded,6906
sugar,6906
salt,6906
ground black pepper,6906
smoked paprika,6906
smoked paprika is available at better supermarkets at specialty foods stores   from latienda com,6906
semisweet chocolate,6907
unsweetened cocoa powder,6907
instant espresso or coffee,6907
heavy cream,6907
marshmallow creme,6907
vanilla ice cream,6907
assorted chiles,6908
distilled white vinegar,6908
garlic cloves,6908
black peppercorns,6908
salt,6908
sugar,6908
coriander seeds,6908
inch diameter beets,6909
red wine vinegar,6909
dry red wine,6909
sugar,6909
salt,6909
star anise pods,6909
applejack,6910
lemon juice,6910
pure maple syrup,6910
apple cider vinegar,6910
chilled hefeweizen beer,6910
chilled club soda,6910
lemon wedges,6910
dried chiles de arbol stemmed,6911
coarse sea salt,6911
grated lemon zest,6911
thyme leaves,6911
ingredient info chiles de arbol are available at better supermarkets   at latin markets,6911
chickens each   into   backbones removed,6912
olive oil,6912
lemon juice   lemon,6912
rosemary sprigs,6912
garlic cloves coarsely,6912
salt,6912
ground black pepper,6912
large   smoked paprika,6912
tomato jam,6912
milliliters bottle dry white wine,6913
new potatoes   inch in diameter,6913
live lobsters     each,6913
large eggs,6913
ears   corn husked,6913
celery stalks   diagonally into inch,6913
spicy smoked sausage   into inch,6913
lemons quartered,6913
orange quartered,6913
head   garlic cloves separated,6913
large bunch thyme,6913
littleneck manila or steamer clams scrubbed,6913
mussels scrubbed debearded,6913
chile thyme spice mix,6913
butter,6913
you ll need a quart piece steaming pot,6913
baby squash or zucchini,6914
sprigs   dill,6914
garlic cloves smashed,6914
apple cider vinegar,6914
black peppercorns,6914
salt,6914
sugar,6914
jalapeno   lengthwise,6915
tequila blanco,6915
cubes seedless watermelon,6915
lime juice,6915
simple syrup,6915
mezcal or reposado tequila,6915
carrots,6916
leek,6916
celery stalk,6916
shallot,6916
garlic clove,6916
flat leaf parsley sprigs,6916
black peppercorns,6916
bay leaves,6916
large firm ripe tomatoes peeled,6916
salt     for seasoning,6916
unflavored gelatin,6916
chives,6916
red wine vinegar,6916
nonstick vegetable oil spray,6916
extra virgin olive oil,6916
sea salt,6916
you will need two x loaf pans,6916
cauliflower florets,6917
salt,6917
apple cider vinegar,6917
onion,6917
sugar,6917
yellow mustard seeds,6917
dry mustard,6917
celery seeds,6917
all purpose flour,6918
sugar,6918
baking powder,6918
salt,6918
large eggs beaten to blend,6918
creme fraiche,6918
milk,6918
vanilla extract,6918
unsalted butter,6918
peeled pitted peaches each   into wedges,6918
lord grey s peach preserves,6918
chilled heavy cream,6918
sugar,6918
beets trimmed peeled   into,6919
carrots trimmed peeled   into,6919
gala or empire apple     into,6919
granny smith apple     into,6919
piece   ginger peeled   into,6919
lemon juice,6919
tomatoes,6920
persian or english hothouse cucumbers,6920
celery stalk,6920
prepared white horseradish,6920
salt     ground black pepper,6920
sugar,6920
vodka,6920
lemon slices,6920
cucumber spears,6920
ears   sweet yellow corn unhusked,6921
extra virgin olive oil,6921
unsalted butter,6921
salt,6921
ground black pepper,6921
jalapeno seeded   diced,6921
red pepper flakes,6921
lime   into wedges,6921
grated manchego cheese,6921
chives,6921
grated lime zest,6921
ingredient info manchego cheese is sold at better supermarkets   at specialty foods stores,6921
plum tomatoes seeded,6922
yellow onion,6922
scallions white   light green parts only,6922
cilantro,6922
lemon juice,6922
oregano,6922
jalapeno stemmed seeded minced,6922
salt,6922
ground black pepper,6922
heavy cream,6922
sour cream,6922
salt,6922
ground black pepper,6922
hot pepper sauce,6922
paprika,6922
garlic powder,6922
onion powder,6922
dried oregano,6922
dried thyme,6922
salt,6922
ground black pepper,6922
cayenne pepper,6922
mahi mahi fillet,6922
vegetable oil,6922
corn tortillas warmed,6922
shredded cabbage,6922
lime   into wedges,6922
coarse sea salt,6923
tender green beans or yellow wax beans trimmed,6923
dill sprigs,6923
garlic cloves smashed,6923
dried red chiles,6923
dill seeds,6923
black peppercorns,6923
thick slices cucumber,6924
shiso leaves,6924
hendrick s gin,6924
tonic water,6924
aloe juice,6924
chartreuse liqueur,6924
ingredient info shiso leaves from the perilla plant are sold at japanese markets aloe juice is available at better supermarkets   at specialty foods stores,6924
raw sugar,6925
blueberries,6925
brewed unsweetened black tea,6925
fruity rose,6925
bourbon,6925
lemon juice,6925
lemon slices,6925
unpeeled cucumber,6926
hendrick s gin,6926
st germain liqueur,6926
lemon juice,6926
salt,6926
club soda,6926
sugar snap peas stemmed stringed,6927
salt,6927
grated parmesan,6927
tablespoona champagne vinegar,6927
lime juice,6927
dijon mustard,6927
ground black pepper     for seasoning,6927
sunflower oil,6927
tablespoona extra virgin olive oil,6927
red belgian endive or   treviso radicchio spears,6927
yellow belgian endive spears,6927
flat leaf parsley,6927
chives,6927
chervil,6927
tarragon,6927
firm ripe apricots   pitted,6928
lime juice,6928
sugar,6928
greek style yogurt or vanilla ice cream,6928
tarragon leaves,6928
mayonnaise,6929
scallions,6929
large egg lightly beaten,6929
dijon mustard,6929
lemon juice   wedges for,6929
old bay seasoning,6929
jalapeno seeded,6929
lump crabmeat picked over,6929
panko,6929
chives,6929
salt,6929
ground black pepper,6929
head bibb lettuce,6929
vegetable oil,6929
barley malt syrup honey or rice syrup or   diastatic malt powder,6930
instant yeast,6930
salt or   coarse   salt,6930
lukewarm water,6930
unbleached bread flour,6930
to quarts water,6930
barley malt syrup or honey,6930
baking soda,6930
salt or   coarse   salt,6930
red bell pepper     seeded,6931
red wine vinegar,6931
vanilla bean seeds scraped,6931
sugar,6931
extra virgin olive oil,6931
almost ripe avocados,6931
arugula or sorrel,6931
peaches diced   peeled,6931
ripe peaches,6932
sugar,6932
lemon juice,6932
earl grey tea bags,6932
hulled strawberries,6933
bottle dry riesling,6933
lemon juice,6933
sugar,6933
to     basil leaves,6934
extra virgin olive oil,6934
large shallot,6934
fresno chile or red jalapeno seeded,6934
grated lemon zest,6934
lemon juice,6934
salt     ground black pepper,6934
ripe tomatoes assorted colors   sizes,6934
loaf rustic or sourdough bread   into thick slices,6934
garlic clove,6934
zucchini trimmed,6935
coarse sea salt or pickling salt,6935
dill sprigs,6935
yellow or brown mustard seeds,6935
coriander seeds,6935
dill seeds,6935
saffron threads,6935
garlic cloves,6935
red jalapenos or fresno chiles split lengthwise,6935
white wine vinegar,6935
sugar,6935
pint ripe raspberries,6936
good quality red wine vinegar,6936
orange juice,6937
lemon juice,6937
soy sauce preferably organic,6937
sunflower oil,6937
grated peeled   ginger,6937
red thai chile,6937
sherry vinegar,6937
large sea scallops side muscle removed     crosswise,6937
mint leaves     large,6937
chives,6937
sea salt,6937
olive oil,6938
scallions,6938
stalks lemongrass peeled trimmed,6938
fresno or thai chile seeded minced,6938
beefsteak tomatoes,6938
chicken or vegetable stock,6938
coconut milk,6938
orange juice,6938
fish sauce,6938
lime juice,6938
salt,6938
lump crabmeat,6938
pea tendrils or shoots trimmed,6938
snow peas trimmed     on diagonal,6938
slices sourdough or white bread,6939
mayonnaise,6939
grated mozzarella,6939
grated gruyere,6939
grated aged goat cheese,6939
bread   butter pickles,6939
prosciutto,6939
unsalted butter,6939
nonstick vegetable oil spray,6940
russet potatoes   lengthwise into x x inch batons,6940
vegetable oil,6940
salt     ground black pepper,6940
garlic cloves minced,6940
flat leaf parsley,6940
milk warmed to degf,6941
sugar,6941
active dry yeast,6941
all purpose flour,6941
salt,6941
large egg whites,6941
olive oil,6941
white onion   lengthwise,6941
assorted baby greens such as mustard mizuna   arugula,6941
grated parmesan,6941
salt     for seasoning,6941
vegetable oil,6941
vinegar powder,6941
all purpose flour,6941
**ingredient info **vinegar powder can be found at specialty foods stores   spicebarn com,6941
ripe   tomatoes,6942
xx slices white sandwich bread,6942
slivered almonds,6942
smashed garlic cloves,6942
sherry vinegar,6942
extra virgin olive oil,6942
salt,6942
serrano ham or prosciutto,6942
hard boiled egg,6942
simple syrup,6943
raspberry vinegar,6943
brandy,6943
sparkling water or prosecco,6943
lemon slice or mint sprig,6943
lump crabmeat,6944
celery stalk diced,6944
chervil,6944
grated lemon zest,6944
avocados,6944
vegetable stock,6944
creme fraiche,6944
lime juice,6944
salt,6944
all purpose flour,6945
baking powder,6945
baking soda,6945
salt,6945
chilled unsalted butter   into cubes,6945
buttermilk,6945
large ripe tomatoes       into slices,6945
coarsely grated extra sharp cheddar,6945
grated parmesan,6945
scallion trimmed,6945
mayonnaise,6945
dill,6945
apple cider vinegar,6945
sugar,6945
salt,6945
ground black pepper,6945
cornmeal,6945
use a diameter glass or ceramic pie dish,6945
honey,6946
lemon vodka or white rum,6946
lemon juice,6946
lemon balm leaves or mint leaves,6946
lemon slices,6946
pacific halibut or other firm fleshed fish,6947
salt,6947
lime juice,6947
ripe avocados peeled   pitted,6947
green olives,6947
tomatillos diced,6947
onion very,6947
cilantro leaves,6947
jalapeno stemmed seeded   minced,6947
olive oil,6947
tostadas or tortilla chips,6947
ingredient info to ripen avocados   quickly place them in a sealed paper bag with an apple or a banana for hours,6947
hulled strawberries,6948
sugar,6948
good quality balsamic vinegar,6948
ground black pepper,6948
white grape juice,6949
cold flat prosecco,6949
rose water,6949
squeezed lemon juice,6949
red rosebud petals,6949
frozen raspberries   raspberries,6950
sugar,6950
vanilla low fat or   milk yogurt,6950
dried parsley,6951
dried sage,6951
dried rosemary,6951
dried thyme,6951
extra firm tofu     pressed,6951
tvp granules,6951
vegetable broth,6951
minced garlic,6951
ground flaxseed mixed with,6951
water,6951
hulled sunflower seeds,6951
hulled pumpkin seeds,6951
salt   pepper,6951
milk,6952
cornstarch,6952
goat cheese,6952
cream cheese softened,6952
fine sea salt,6952
heavy cream,6952
sugar,6952
light corn syrup,6952
cherries,6952
pint   strawberries hulled   coarsely,6953
sugar preferably raw cane,6953
unsweetened pineapple juice,6953
water,6954
uncooked bulgur wheat,6954
parsley,6954
large cucumber seeded   diced,6954
diced tomatoes,6954
mint leaves,6954
olive oil,6954
minced garlic,6954
lemon juice,6954
salt   pepper,6954
recipe tabbouleh salad,6954
wheat flour,6954
cornstarch,6954
sesame oil,6954
shelled   frozen edamame,6955
can chickpeas with liquid,6955
mushrooms,6955
ground raw cashews,6955
nutritional yeast,6955
cloves garlic,6955
ground cumin,6955
liquid smoke,6955
bragg s liquid aminos or soy sauce,6955
salt   pepper to taste,6955
chickpea flour,6955
oil for frying,6955
tvp granules,6956
vegetable broth,6956
extra firm tofu     pressed,6956
plain soy tempeh,6956
vegan mayonnaise store bought or homemade,6956
sriracha sauce,6956
sesame oil,6956
all purpose flour,6956
oil for frying,6956
extra firm tofu     pressed,6957
raw cashews ground into a very fine powder,6957
lemon juice,6957
raw sugar or agave nectar,6957
brown or dijon mustard,6957
apple cider or rice wine vinegar,6957
sea salt,6957
canola oil,6957
bone in skin on chicken thighs,6958
canola oil,6958
cumin crust rub,6958
large tomatillos papery husks removed     in half,6958
jalapeno chile   lengthwise   seeded,6958
lime juice,6958
olive oil,6958
cilantro,6958
salt,6958
ground chuck,6959
ground sirloin,6959
salt     ground pepper,6959
slices rye bread,6959
unsalted butter,6959
sweet onions thickly,6959
slices good quality swiss cheese such as gruyere or comte,6959
tri tip steak,6960
salt,6960
chipotle rub,6960
tequila,6961
habanero chiles,6961
salt,6961
pink grapefruit juice,6961
red radishes trimmed unpeeled quartered,6962
garlic cloves,6962
black peppercorns,6962
distilled white vinegar,6962
salt,6962
sugar,6962
unsalted butter     for pan,6963
large eggs lightly beaten,6963
buttermilk,6963
large zucchini,6963
all purpose flour,6963
wheat flour,6963
sugar,6963
baking powder,6963
fine sea salt,6963
baking soda,6963
grind cornmeal,6963
porgy gray snapper or branzino cleaned,6964
salt     ground black pepper,6964
sprigs   marjoram     marjoram leaves,6964
tangerines or   oranges peeled separated into segments seeded,6964
olive oil,6964
grated peeled   ginger,6965
unseasoned rice vinegar,6965
vegetable oil,6965
light brown sugar,6965
curry powder,6965
red pepper flakes,6965
assorted firm stone fruit julienned,6965
scallions     diagonally,6965
salt     ground black pepper,6965
sugar snap peas trimmed stringed   in half on diagonal,6966
salt,6966
extra virgin olive oil,6966
lemon juice,6966
white wine vinegar,6966
sumac     for,6966
bunch radishes trimmed,6966
ricotta salata or feta crumbled,6966
ground black pepper,6966
coarsely     mint,6966
ingredient info ricotta salata is a   aged ricotta cheese available at better supermarkets   at specialty foods stores   italian markets,6966
orange juice,6967
lemon juice,6967
lime juice,6967
oregano coarsely,6967
corn or vegetable oil,6967
garlic cloves minced,6967
jalapenos   into rounds,6967
salt,6967
unsalted butter,6968
garlic clove minced,6968
marjoram or oregano,6968
sweet paprika,6968
salt     ground black pepper,6968
skinless boneless chicken breasts,6968
mixed cherry tomatoes,6968
flat leaf parsley,6968
garlic cloves,6969
basil leaves,6969
mayonnaise,6969
extra virgin olive oil,6969
anchovy fillets packed in oil,6969
lemon juice,6969
cherry tomatoes,6969
fennel bulb trimmed,6969
salt     ground black pepper,6969
dry white wine,6969
bottle clam juice,6969
mixed shellfish scrubbed,6969
flat leaf parsley,6969
crusty bread,6969
large   basil sprig,6970
extra virgin olive oil     for brushing,6970
thick slices seedless watermelon rind removed each   into wedges for a total   wedges,6970
lime juice,6970
honey,6970
salt     ground black pepper,6970
pea sprouts or watercress,6970
slices pickled radishes   into eighths,6970
queso fresco crumbled,6970
shelled pumpkin seeds,6970
ingredient info queso fresco also known as queso blanco is sold at better supermarkets   at latin markets   unavailable mild feta can be substituted,6970
cornstarch,6971
cherries stemmed   pitted or     frozen pitted cherries unthawed,6971
dried cherries,6971
sugar,6971
vanilla extract,6971
salt,6971
package all butter puff pastry thawed in refrigerator,6971
flour,6971
large egg white,6971
raw sugar,6971
pork belly,6972
salt,6972
ground black pepper,6972
poblano chiles stemmed coarsely,6972
habanero chiles stemmed   into rounds,6972
serrano chiles stemmed,6972
agave syrup,6972
vegetable oil,6972
ripe pineapple peeled     into rounds,6972
apple cider vinegar,6972
ingredient info all chiles are available at better supermarkets farmers markets   latin markets agave syrup is available at better supermarkets   natural foods stores,6972
cubes watermelon,6973
cherry tomatoes,6973
baby arugula,6973
flat leaf parsley leaves,6973
extra virgin olive oil,6973
dijon mustard,6973
lemon juice,6973
lemon wedges,6973
salt,6973
ground black pepper,6973
large eggs,6973
panko,6973
boneless center   pork chops pounded to thickness,6973
vegetable oil,6973
ingredient info panko can be found in better supermarkets   at asian markets,6973
mixed berries,6974
sugar,6974
orange juice,6974
vanilla bean   lengthwise or   vanilla extract,6974
chilled heavy cream,6974
sour cream,6974
sugar,6974
octopus cleaned,6975
dry white wine,6975
heads   elephant garlic cloves unpeeled separated,6975
sprig   rosemary,6975
plum tomatoes,6975
extra virgin olive oil,6975
salt     ground black pepper,6975
coriander seeds,6975
red wine vinegar,6975
kale center stalks removed leaves   into,6975
dried cannellini or pinto beans   according to package directions,6975
ingredient info elephant garlic available at better supermarkets   at melissas com looks like garlic that s been supersized,6975
bone in rib eye,6976
salt,6976
coarsely ground black pepper,6976
coarse sea salt,6976
lemon juice,6977
anchovy fillets packed in oil,6977
garlic clove,6977
dijon mustard,6977
extra virgin olive oil,6977
grated parmesan,6977
salt     ground black pepper,6977
hard boiled egg peeled,6977
tuscan kale or other kale center stalks removed     crosswise,6977
**ingredient info **tuscan kale also called cavolo nero lacinato black kale or dinosaur kale has long narrow bumpy dark green leaves you can find it at better supermarkets   at farmers markets,6977
peaches peeled   pitted,6978
grapefruit peeled quartered,6978
orange peeled,6978
very ripe frozen banana peeled,6978
strawberries hulled,6978
plain   milk yogurt,6978
agave syrup,6978
**ingredient info **agave syrup is available at better supermarkets   at natural foods stores,6978
vegetable oil,6979
lime juice,6979
scallions coarsely,6979
scotch bonnet or habanero chiles stemmed seeded coarsely,6979
garlic cloves roughly,6979
thyme,6979
minced peeled   ginger,6979
dark brown sugar,6979
allspice berries,6979
salt,6979
ground black pepper,6979
distilled white vinegar,6979
